address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-01-15T00:00:00Z,2016-10-31T20:24:02Z,,,5,"Excellent hotel. Rooms very clean and beds comfortable. Staff accommodating. Breakfast above average - waffles, eggs, some kind of meat almost every day, juices, cereal along with pastries, breads, etc. Location next to airport very convenient. Did hear a lot of air traffic starting about 7 a.m. each morning, which was not a concern to us but might bother some.... More","Clean, very comfortable accommodations",Trimble,Barb R,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-06-06T00:00:00Z,2016-10-31T20:24:02Z,,,4,"The rooms were good and clean, though, a proper closet and some more space in the room would be better, especially for a family of four sharing a room with two queen beds. There were not too many options for hot breakfast for vegetarian diet. The scrambled eggs or omelettes had meat in them. The toaster was not working properly.",Good but limited options for vegetarians,Tucson,Bhagyashri B,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-03-05T00:00:00Z,2016-10-31T20:24:02Z,,,5,"What a fantastic hotel and the friendliest staff you could ever wish to meet. Brittany has to be the bubbliest member of staff you could ever wish to meet. The staff laid food and drink on in the evenings. We were collected from the airport, taken to Pima air and space museum and taken back to the airport when we... More",Best greeting yet!,Staffordshire,DGandS,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-07-23T00:00:00Z,2016-10-31T20:24:02Z,,,5,We had a great experience there,We had a great experience there,Staffordshire,Esmeralda,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2015-12-28T00:00:00Z,2016-10-31T20:24:02Z,,,3,We stayed one night as we were going home to Texas. The one thing I want to say about this hotel is that it was noisy. To close to the airport. Never again.,We had a great experience there,Staffordshire,Joanne,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-06-02T00:00:00Z,2016-10-31T20:24:02Z,,,5,"Wonderful breakfasts, great room, great bed","Great place to stay, will come back",Staffordshire,A Traveler,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2015-12-11T00:00:00Z,2016-10-31T20:24:02Z,,,5,A perfect hotel with all the expected services - great fitness room and hot tub. The only disappointment which wasn't significant but just annoying - there was no TV guide to know what programs were playing and/or the info menu on the program wasn't available.,Getaway,Staffordshire,Linda,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-05-17T00:00:00Z,2016-10-31T20:24:02Z,,,1,"Staff stole 4,000 out of our room, no one not even the GM cared all they said was sorry for your loss no investigation, they did not check or cared who keyed into our room. Nothing!!!!!! do yourself a favor dont stay here, only if your looking to get robbed by their unprofessional, uncaring staff. A message to the employees... More",Horrible ( Not Secure ),tucson,Melody L,MO
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-01-14T00:00:00Z,2016-10-31T20:24:02Z,,,2,"Although Hamptons are our first choice when reserving hotel rooms, this one will NOT be on our list to return to. We reserved 4 king rooms and when we got our card keys and entered the rooms, only two of us actually had kings. The other two had two doubles. When we immediately called the front desk, we were told... More",Below average Hampton,Rock Hill,RBonTheLake,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2015-12-20T00:00:00Z,2016-10-31T20:24:02Z,,,1,Worst experience!,Don't stay here,Rock Hill,Jose,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-06-17T00:00:00Z,2016-10-31T20:24:02Z,,,5,Very clean and safe close to air port,Don't stay here,Rock Hill,Tanu,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-06-10T00:00:00Z,2016-10-31T20:24:02Z,,,4,"Decent room, gym was 8/10. Breakfast was quite good! Our suite was very roomy- which was nice, but no Lamps in the living area except for the desk lamp. We moved one from the nightstand in the bedroom. Bed was a bit uncomfortable for me- I like mine firm. Bathroom was dark, but shower was good!",I'll stay again.  Great for the price!,Rock Hill,angela,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2015-11-13T00:00:00Z,2016-10-31T20:24:02Z,,,5,Great stay,I'll stay again.  Great for the price!,Rock Hill,Annie,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2015-12-25T00:00:00Z,2016-10-31T20:24:02Z,,,5,Perfect! everything was beyond my expectations! will be coming back for sure!,Excellent!,Rock Hill,A Traveler,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-03-10T00:00:00Z,2016-10-31T20:24:02Z,,,5,We loved this hotel! Everything was great and the employees were very friendly and helpful.,Excellent!,Rock Hill,Caroline,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-07-21T00:00:00Z,2016-10-31T20:24:02Z,,,4,"This is a really good option at this price point near the airport. There are plenty of well-known brands with properties near the airport (including this one). Most of them look about the same online. I picked this one as a budget option and was a bit surprised at how good it was. I've stayed at nice 4 and 5-star hotels and you wouldn't mistake this property for one of those but the staff was helpful, the free breakfast was solid (and the selection rotated), there was coffee in the lobby, and the housekeeping staff was really good (for example, I returned to my room to find my toothbrush, razor, and comb arranged on folded washcloth in the bathroom -not something I'd expect at this price point). It's at the airport so I wouldn't recommend it as a vacation hotel but if you're coming to Tucson for business or want something clean and affordable near the airport, this is a great choice.",Great Affordable Hotel Next to the Airport,Rock Hill,W,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-07-12T00:00:00Z,2016-10-31T20:24:02Z,,,4,just a night before my flight and park my car until I get back included.,Stay and park,Rock Hill,Anna,SC
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-05-13T00:00:00Z,2016-10-31T20:24:02Z,,,3,"Great customer service. Samantha is an awesome employee she gets the job done. The bathroom was a little dirty at least the mirror was, but it was cleaned in a timely manner. The shuttle bus driver was awesome, thank you",Nice stopover,Atlanta,WannieH20,GA
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-05-03T00:00:00Z,2016-10-31T20:24:02Z,,,5,very comfortable beds,Comfortable,Atlanta,Randy,GA
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-01-25T00:00:00Z,2016-10-31T20:24:02Z,,,4,Nothing great. Just ok,Comfortable,Atlanta,gary,GA
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-07-22T00:00:00Z,2016-10-31T20:24:02Z,,,5,Had a very great experience Nice and friendly staff,Comfortable,Atlanta,Esmeralda,GA
6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2016-03-18T00:00:00Z,2016-10-31T20:24:02Z,,,2,"Our room wasn't ready. We showed up at 3:30 waited till 4:00 to get into our room. Check in is at 3:00. There was never any complimentary cookies, the dish was always empty. No hot water for cocoa. The pool was dirty. Our room was clean comforable. However, disappointed with our stay. Won't stay at this hotel again.",Disappointed,Atlanta,A Traveler,GA
